"HealthDistrict","establishmentName","permitName","permitNumber","program","PermitType","status","RiskCategory","catering","commissary","smokingStatus","wasteWaterGrease","inspectionFrequency","ApplicationDate","OriginalIssueDate","PermitIssueDate","ExpirationDate","FacilityAddress","city","zip","FIPSCode","LocalityName"
"EHD - Prince William","Triangle Hot Fish Restaurant","Triangle Hot Fish Restaurant","JSUZ-55HQQZ","Food Establishment","Restaurant","Surrendered","4","","NULL","","","NULL","9/17/2002","NULL","NULL","NULL","18411 Jefferson Davis Hy","Triangle","22172","NULL","NULL"
"EHD - Arlington","DCA-CNBC-NH 41(I)","DCA-CNBC-NH 41(INACTIVE)","PROS-9KWRWT","Food Establishment","Convenience Store Food Service","Business Closed","1","NO","NO","Smoke Free","None","12","6/9/2014","6/9/2014","3/4/2021","12/31/2021","WNA-Terminal B-Pre-Security","Washington","20001","NULL","NULL"
"EHD - Rappahannock","Great China","Great China","DCOO-6P3KWC","Food Establishment","Fast Food Restaurant","Surrendered","4","","NULL","","","NULL","4/18/2006","9/18/2006","9/18/2006","12/31/2007","1340 Central Park Blvd","Fredericksburg","22401","NULL","NULL"
"EHD - Rappahannock","Great China","Great China","DCOO-7LWLP4","Food Establishment","Full Service Restaurant","Surrendered","4","","NULL","Smoke Free","","3","12/1/2008","12/4/2008","12/4/2008","12/31/2011","1340 Central Park Blvd","Fredericksburg","22401","NULL","NULL"
"EHD - Rappahannock","Great China","Great China","DCOO-78CK44","Food Establishment","Fast Food Restaurant","Surrendered","4","","NULL","Non-Smoking","","NULL","10/25/2007","10/29/2007","10/29/2007","12/31/2008","1340 Central Park Blvd","Fredericksburg","22401","NULL","NULL"
"EHD - Fairfax","Cafe Rose","Cafe Rose","MVVE-5CDSYK","Food Establishment","Restaurant","Surrendered","4","","NULL","Non-Smoking","","NULL","2/1/2001","2/1/2001","1/1/2003","12/31/2005","300 Broad St W","Falls Church","22046","NULL","NULL"
"EHD - Richmond","Melody’s Sugar Shack","Melody's Sugar Shack","AGML-83ZHWR","Food Establishment","Other Food Service","Surrendered","2","","NULL","Smoke Free","Other","NULL","3/2/2010","2/3/2010","3/23/2012","3/31/2013","808 Forest Lawn Drive","Richmond","23222","NULL","NULL"
"EHD - Richmond","Melody’s Sugar Shack","Melody's Sugar Shack","HMES-738Q8T","Food Establishment","Other Food Service","Surrendered","2","","NULL","Smoke Free","","NULL","5/15/2007","5/15/2007","4/1/2009","3/31/2010","808 Forest Lawn Drive","Richmond","23222","NULL","NULL"
"EHD - Fairfax","Oriental Food Market","Oriental Food Market","MVVE-5CE3FP","Food Establishment","Carry out only","Surrendered","","","NULL","Non-Smoking","","NULL","1/1/2002","1/1/2002","1/1/2003","12/31/2003","11125 Lee Hwy","Fairfax","22030","NULL","NULL"
"EHD - Fairfax","EC-Ngoc Anh Restaurant","EC-Ngoc Anh Restaurant","ATHN-8FAKTV","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Smoke Free","Grease Trap (Interior)","4","3/25/2011","3/30/2011","3/30/2011","12/31/2016","6795 Wilson Bv #25","FALLS CHURCH","22044","NULL","NULL"
"EHD - Richmond","Subway","Subway","SYOG-58G2NQ","Food Establishment","Fast Food Restaurant","Surrendered","2","","NULL","Smoke Free","None","NULL","1/1/2002","1/1/2002","10/1/2009","9/30/2010","3024 Broad Rock Blvd.","Richmond","23224","NULL","NULL"
"EHD - Peninsula","New England Grill & Fish Market","New England Grill and Fish Market","CPUT-5DAJKW","Food Establishment","Restaurant","Surrendered","4","","NULL","","","NULL","4/5/2002","4/5/2002","4/5/2002","12/31/2002","6925 Richmond Rd.","Williamsburg","23188","NULL","NULL"
"EHD - Richmond","Albert Pizzeria","Albert Pizzeria","#REF!","Food Establishment","Full Service Restaurant","Permitted","2","NO","NO","Smoke Free","Grease Trap (Interior)","6","4/23/2002","4/25/2002","12/17/2019","9/30/2020","2617 Broad Rock Blvd","Richmond","23224","NULL","NULL"
"EHD - Richmond","T Spot","T Spot","AGML-8XMPXC","Food Establishment","Mobile Food Unit","Surrendered","2","","NULL","Smoke Free","None","NULL","8/29/2012","8/30/2012","8/30/2012","9/30/2013","2617 Broad Rock Blvd","Richmond","23224","NULL","NULL"
"EHD - Richmond","La Fe Mobil","La Fe Mobil","HMES-8VXL9Q","Food Establishment","Mobile Food Unit","Surrendered","2","","NULL","Smoke Free","None","NULL","7/6/2012","7/6/2012","7/6/2012","9/30/2013","2617 Broad Rock Blvd","Richmond","23224","NULL","NULL"
"EHD - Richmond","Kingdom","Kingdom","HMES-8LPJ2D","Food Establishment","Other Food Service","Surrendered","3","","NULL","Smoke Free","None","NULL","7/19/2011","9/9/2011","10/1/2013","9/30/2014","10 Walnut Alley","Richmond","23223","NULL","NULL"
"EHD - Richmond","Alley Katz","Alley Katz","SYOG-58G2GN","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Smoke Free","Grease Trap (Interior)","NULL","1/1/2002","1/1/2002","10/1/2010","9/30/2011","10 Walnut Alley","Richmond","23223","NULL","NULL"
"EHD - Mount Rogers","138-CLOSED-Fee-Food-Crooked Road Cafe’ at Farmers Friend Old Time General Store, LLC","138-CLOSED-Fee-Food-Crooked Road Cafe' at Farmers Friend Old Time General Store, LLC","MFEL-9FAME5","Food Establishment","Full Service Restaurant","Pending","4","","NULL","Smoke Free","","3","1/3/2013","NULL","NULL","NULL","203 N Independence Ave. Ave.","Independence","24348","NULL","NULL"
"EHD - Prince William","Casa Chimayo","Casa Chimayo","JSUZ-55EKHK","Food Establishment","Full Service Restaurant","Surrendered","4","","NULL","Restricted","None","3","10/21/2002","12/16/2002","1/1/2015","12/31/2015","8209 Sudley Rd","Manassas","20109","NULL","NULL"
"EHD - Rappahannock","Orient Cafe","Orient Cafe","DCOO-6KQSQQ","Food Establishment","Full Service Restaurant","Surrendered","1","","NULL","","","NULL","12/27/2005","NULL","NULL","NULL","10422 James Madison Pkwy","King George","22485","NULL","NULL"
"EHD - Mount Rogers","201-Fee-Food-Taste Bud’s","Taste Bud's","#REF!","Food Establishment","Mobile Food Unit","Business Closed","1","NO","NO","Smoke Free","None","12","6/26/2018","7/18/2018","NULL","12/31/2018","116  10th Street","BRISTOL","37620","NULL","NULL"
"EHD - Alleghany-Roanoke","2105 Andrews Road, NW","Smoke House Bar-B-Que","KHAN-7S2LSB","Food Establishment","Mobile Food Unit","Surrendered","2","","NULL","Smoke Free","","NULL","5/8/2009","5/5/2009","5/5/2014","5/4/2015","2105 Andrews Road, NW","Roanoke","24017","NULL","NULL"
"EHD - Prince William","Ruby Tuesday #4798","Ruby Tuesday #4798","AJOS-6UWQR4","Food Establishment","Full Service Restaurant","Surrendered","4","","NULL","Smoke Free","Grease Trap (Exterior)","3","12/6/2006","12/6/2006","12/1/2015","11/30/2016","7505 Iron Bar Ln","Gainesville","20155","NULL","NULL"
"EHD - Mount Rogers","Fox Mountain Restaurant-CLOSED","198-Fee-Food-Fox Mountain Restaurant","SBRS-6XQL3N","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Non-Smoking","","NULL","1/23/2007","2/5/2007","2/5/2007","12/31/2007","4760 E. Lee Hwy","Max Meadows","24382","NULL","NULL"
"EHD - Richmond","Stellas Grocery","Stellas Grocery","#REF!","Food Establishment","Fast Food Restaurant/Caterer","Permitted","3","NO","NO","Smoke Free","Grease Trap (Interior)","4","4/1/2015","4/2/2015","4/8/2021","3/31/2023","1007 Lafayette Street","Richmond","23221","NULL","NULL"
"EHD - Richmond","Juanita’s Richmond Arrangements","Richmond Arrangements Catering","HMES-73RJA6","Food Establishment","Caterer","Surrendered","4","","NULL","Exempt","Grease Trap (Interior)","NULL","4/9/2007","6/1/2007","7/1/2011","6/30/2012","1007 Lafayette Street","Richmond","23221","NULL","NULL"
"EHD - Richmond","Juanita’s Richmond Arrangements","Juanita's Richmond Arrangements","AGML-8SNMK2","Food Establishment","Carry Out Food Service Only","Surrendered","3","","NULL","Smoke Free","Grease Trap (Interior)","NULL","3/20/2012","3/20/2012","1/9/2014","3/31/2015","1007 Lafayette Street","Richmond","23221","NULL","NULL"
"EHD - Richmond","Petes’ @ The Landing","Petes @ the Landing","HMES-8H9RAD","Food Establishment","Other Food Service","Surrendered","3","","NULL","Exempt","Grease Trap (Interior)","4","5/27/2011","6/16/2011","6/16/2012","6/30/2013","501 South Boulevard","Richmond","23220","NULL","NULL"
"EHD - Richmond","Fountain Lake XXpress","Fountain Lake XXpress","AGML-A8RK6N","Food Establishment","Seasonal Fast Food Restaurant","Surrendered","3","","NULL","Exempt","None","4","3/25/2015","7/1/2016","7/1/2017","6/30/2018","501 South Boulevard","Richmond","23220","NULL","NULL"
"EHD - Richmond","Fountain Lake XXpress","Fountain Lake XXpress","HMES-9UXP6V","Food Establishment","Seasonal Fast Food Restaurant","Surrendered","2","","NULL","Exempt","None","6","3/25/2015","4/7/2015","4/7/2015","3/31/2016","501 South Boulevard","Richmond","23220","NULL","NULL"
"EHD - Richmond","Sally Bell’s at The Landing","Sally Bell's at The Landing","HMES-855QA7","Food Establishment","Other Food Service","Surrendered","4","","NULL","Exempt","None","NULL","5/4/2010","5/27/2010","5/27/2010","6/30/2011","501 South Boulevard","Richmond","23220","NULL","NULL"
"EHD - Mount Rogers","186-Fee-Food-Allison Gap Ruritan & Community Center, CLOSED","ALLISON GAP RURITAN & COMMUNITY CENTER","AKEE-6K2LZ5","Food Establishment","Full Service Restaurant","Surrendered","4","","NULL","Smoke Free","","NULL","10/6/2005","12/13/2005","1/1/2010","12/31/2010","165 Lick Skillet Road","Saltville","24370","NULL","NULL"
"EHD - Mount Rogers","195-Fee-Food-Hi-Lo Drive-In(CLOSED)","Hi-Lo Drive-In(CLOSED)","DSIS-5ERR5L","Food Establishment","Carry Out Food Service Only","Surrendered","2","","NULL","Smoke Free","","6","12/17/2002","1/1/2003","1/1/2012","1/1/2016","17111 Lee Hwy.","Abingdon","24210","NULL","NULL"
"EHD - Prince William","Majestic Fun Arcade","Majestic Fun Arcade","AJOS-835RX5","Food Establishment","Fast Food Restaurant","Surrendered","4","","NULL","Smoke Free","","NULL","3/1/2010","3/12/2010","2/17/2012","3/31/2013","8490 Centreville Rd","Manassas","20111","NULL","NULL"
"EHD - Prince William","Majestic Fun Arcade","Majestic Fun","AJOS-8UTPXD","Food Establishment","Fast Food Restaurant","Surrendered","4","","NULL","Smoke Free","","NULL","5/31/2012","6/25/2012","6/25/2013","6/30/2014","8490 Centreville Rd","Manassas","20111","NULL","NULL"
"EHD - Peninsula","The Corner Pocket","The Corner Pocket","JBER-5FWHQV","Food Establishment","Restaurant","Surrendered","4","","NULL","Restricted","","NULL","10/2/2002","11/14/2002","11/14/2002","11/30/2003","5251-31 John Tyler Highway","Williamsburg","23185","NULL","NULL"
"EHD - Peninsula","The Corner Pocket","The Corner Pocket","JBER-5A8LN6","Food Establishment","Restaurant","Surrendered","4","","NULL","Restricted","","NULL","10/2/2002","11/14/2002","11/14/2002","11/30/2003","5251-31 John Tyler Highway","Williamsburg","23185","NULL","NULL"
"EHD - Richmond","BJ’s Big Burger","BJ's Big Burger","HMES-8C6SN3","Food Establishment","Carry Out Food Service Only","Surrendered","2","","NULL","Smoke Free","Grease Trap (Interior)","NULL","12/15/2010","12/20/2010","1/1/2012","12/31/2013","909 Jefferson Davis Hway","Richmond","23224","NULL","NULL"
"EHD - Richmond","New York Fire Grill","New York Fire Grill","HMES-9W9HXK","Food Establishment","Mobile Food Unit","Surrendered","","","NULL","Exempt","","NULL","4/30/2015","NULL","NULL","3/31/2016","909 Jefferson Davis Hway","Richmond","23224","NULL","NULL"
"EHD - Richmond","Eat 66","Eat 66","#REF!","Food Establishment","Full Service Restaurant","Permitted","3","YES","NO","Smoke Free","Grease Trap (Interior)","4","5/9/2018","6/13/2018","6/28/2021","6/30/2023","2845 Hathaway Road","Richmond","23225","NULL","NULL"
"EHD - Richmond","Paradise Diner","Paradise Diner","HMES-8KEQLY","Food Establishment","Full Service Restaurant","Surrendered","4","","NULL","Smoke Free","Grease Trap (Interior)","NULL","8/4/2011","8/24/2011","8/24/2012","9/30/2013","2845 Hathaway Road","Richmond","23225","NULL","NULL"
"EHD - Richmond","Paradise Diner","Paradise Diner","HMES-9VCKNV","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Smoke Free","Grease Trap (Interior)","4","3/31/2015","4/8/2015","4/1/2016","3/31/2017","2845 Hathaway Road","Richmond","23225","NULL","NULL"
"EHD - Richmond","Paradise Diner","Paradise Diner","AGML-9ADPMK","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Smoke Free","Grease Trap (Interior)","4","8/8/2013","8/30/2013","10/1/2014","9/30/2015","2845 Hathaway Road","Richmond","23225","NULL","NULL"
"EHD - Mount Rogers","Janice’s Deli,Closed","Janice's Deli","DVIS-5QUKWE","Food Establishment","Restaurant","Surrendered","3","","NULL","","","NULL","8/28/2003","1/1/2003","4/26/2004","12/31/2004","2 Hillside Avenue","Bristol","24201","NULL","NULL"
"EHD - Richmond","Tucker’s Sidewalk Cafe","Tucker's Sidewalk Cafe","HMES-6ZSNQS","Food Establishment","Mobile Food Unit","Surrendered","3","","NULL","Outdoor","None","NULL","2/7/2007","3/30/2007","4/1/2009","3/31/2010","3325 Maryland Ave","Richmond","23222","NULL","NULL"
"EHD - Richmond","Penny Lane Pub & Restaurant","Penny Lane Pub & Restaurant","AGML-5SXRDH","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Restricted","Grease Trap (Exterior)","NULL","8/15/2003","11/3/2003","7/1/2012","6/30/2013","421 East Franklin Street","Richmond","23219","NULL","NULL"
"EHD - Richmond","Penny Lane Pub & Restaurant","Penny Lane Pub & Restaurant","#REF!","Food Establishment","Full Service Restaurant","Permitted","3","NO","NO","Smoke Free","Grease Trap (Exterior)","4","4/6/2012","5/25/2012","7/1/2022","6/30/2023","421 East Franklin Street","Richmond","23219","NULL","NULL"
"EHD - Rappahannock","The Tender Tymes Preschool","The Tender Tymes Preschool","DCOO-6RFQVL","Food Establishment","Child Care Food Service","Surrendered","2","","NULL","Non-Smoking","","NULL","6/28/2006","7/7/2006","7/7/2006","12/31/2008","10260 Kings Highway","King George","22485","NULL","NULL"
"EHD - Rappahannock","Busy Beez Daycare Center, Inc.","Busy Beez Daycare Center, Inc.","DCOO-7M5L3T","Food Establishment","Child Care Food Service","Surrendered","2","","NULL","Non-Smoking","","NULL","12/3/2008","12/15/2008","12/15/2008","12/31/2009","10260 Kings Highway","King George","22485","NULL","NULL"
"EHD - Rappahannock","Building Blocks Preschool Too","Building Blocks Preschool Too","LHIL-54FKDC","Food Establishment","Child Care Food Service","Surrendered","3","","NULL","Non-Smoking","","NULL","8/9/2002","8/15/2002","7/1/2004","12/31/2006","10260 Kings Highway","King George","22485","NULL","NULL"
"EHD - Mount Rogers","Shun Xing Chinese Restaurant","Shun Xing Chinese Restaurant","CEDS-5S4MVT","Food Establishment","Full Service Restaurant","Surrendered","4","","NULL","Outdoor","","NULL","10/7/2003","2/2/2004","1/1/2005","12/31/2005","E Stuart Dr","Hillsville","24343","NULL","NULL"
"EHD - Mount Rogers","195-Fee-Food-Pizza Hut (CLOSED)","Pizza Hut (CLOSED)","DSIS-5C6K9H","Food Establishment","Full Service Restaurant","Withdrawn","1","","NULL","Smoke Free","","12","1/24/2003","1/1/2003","1/1/2017","12/31/2017","535 Cummings Street","Abingdon","24210","NULL","NULL"
"EHD - Mount Rogers","201-Fee-Food-Hawgeye Concession","Hawgeye Concession","STUR-7Q2QFL","Food Establishment","Mobile Food Unit","Surrendered","2","","NULL","Outdoor","","6","3/10/2009","3/16/2009","3/16/2009","12/31/2010","11432 Oak Grove Road","Bristol","24202","NULL","NULL"
"EHD - Richmond","O’Toole’s Restaurant","O'Toole's Restaurant","#REF!","Food Establishment","Full Service Restaurant","Permitted","3","YES","YES","Smoke Free","Grease Trap (Interior)","4","1/1/2002","1/1/2002","6/15/2021","6/30/2023","4800 Forest Hill Avenue","Richmond","23225","NULL","NULL"
"EHD - Prince William","Golden Corral","Golden Corral","JSUZ-599HTV","Food Establishment","Full Service Restaurant","Permitted","3","NO","NO","Smoke Free","Grease Trap (interior)","12","11/15/2002","12/13/2002","1/1/2019","12/31/2023","10801 Bulloch Dr","Manassas","20109","NULL","NULL"
"EHD - Prince William","Five Fifteen Sandwich Shop","Five Fifteen Sandwich Shop","JSUZ-53MMCG","Food Establishment","Restaurant","Surrendered","1","","NULL","","","NULL","8/18/2002","NULL","NULL","NULL","515 Broadway St","Quantico","22134","NULL","NULL"
"EHD - Richmond","Carnival Carts","Carnival Carts","HMES-86QPM4","Food Establishment","Mobile Food Unit","Surrendered","2","","NULL","Smoke Free","None","6","6/24/2010","7/8/2010","7/1/2013","6/30/2014","100 Brookland Park Blvd","Richmond","23222","NULL","NULL"
"EHD - Prince William","Smokey’s Restaurant","Smokey's Restaurant","JSUZ-55EQBA","Food Establishment","Restaurant","Surrendered","1","","NULL","","","NULL","9/18/2002","NULL","NULL","NULL","13744 Jefferson Davis Hwy","Woodbridge","22191","NULL","NULL"
"EHD - Prince William","K. R. Snow Cone","K. R. Snow Cone","AJOS-97HRRL","Food Establishment","Mobile Food Unit","Surrendered","4","","NULL","Smoke Free","","NULL","4/9/2013","6/24/2013","6/24/2013","6/30/2014","14399 Stella Ct","Woodbridge","22193","NULL","NULL"
"EHD - Prince William","Olde Snack Bar","Olde Snack Bar","JSUZ-55EP39","Food Establishment","Carry out only","Surrendered","1","","NULL","","","NULL","9/18/2002","4/21/2003","4/21/2003","4/21/2004","7209 Centreville Rd","Manassas","20111","NULL","NULL"
"EHD - Richmond","The Nutty Bavarian","The Nutty Bavarian","HMES-6Q4RCY","Food Establishment","Seasonal Fast Food Restaurant","Surrendered","1","","NULL","Smoke Free","None","NULL","5/4/2006","5/24/2006","4/1/2010","3/31/2011","601 E Leigh St","Richmond","23219","NULL","NULL"
"EHD - Mount Rogers","198-CLOSED-Fee-Food-TDR-Troutdale Catering (Wytheville Community Center)","198-Fee-Food-TDR Catering-CLOSED","SBRS-6XAKK4","Food Establishment","Caterer","Surrendered","4","","NULL","Smoke Free","","NULL","12/28/2006","1/23/2007","1/1/2011","12/31/2011","150 East Monroe St","Wytheville","24382","NULL","NULL"
"EHD - Mount Rogers","Cozy Cup, The","Cozy Cup, The","DSIS-5EKJY6","Food Establishment","Restaurant","Surrendered","1","","NULL","","","NULL","7/16/2001","1/1/2002","1/1/2002","12/31/2003","1061 Old Abingdon Hwy.","Bristol","24201","NULL","NULL"
"EHD - Richmond","After 7 Lounge","After 7 Lounge","HMES-8YWK5B","Food Establishment","Full Service Restaurant","Surrendered","3","","NULL","Smoke Free","Grease Trap (Interior)","NULL","10/9/2012","8/29/2014","8/29/2014","9/30/2015","5735 Hull Street Road","Richmond","23235","NULL","NULL"
"EHD - Richmond","After 7 Lounge","After 7 Lounge","HMES-9PFQT5","Food Establishment","Full Service Restaurant","Surrendered","2","","NULL","Smoke Free","Grease Trap (Interior)","6","9/30/2014","8/29/2014","10/1/2017","9/30/2018","5735 Hull Street Road","Richmond","23235","NULL","NULL"
